Image1, Image2, x, y, z, qw, qx, qy, qz
rgb/1305033566.107858.png, rgb/1305033566.307956.png, 0.0722, -0.0194, 0.0024, 0.999101233258, -0.00321950908074, -0.000611105380686, 0.0424897452885
rgb/1305033566.307956.png, rgb/1305033566.508093.png, 0.0656, -0.0313, -0.005, 0.998815314996, -0.00589976372004, -0.0037304846917, 0.0497254584359
rgb/1305033566.508093.png, rgb/1305033566.707980.png, 0.0585, -0.0423, -0.0046, 0.998525955193, -0.00913648005671, 0.00219466382561, 0.053337756231
rgb/1305033566.707980.png, rgb/1305033566.907957.png, 0.0457, -0.0418, -0.0024, 0.998051357174, -0.00244016065862, -0.00462333336423, 0.0621989439526
rgb/1305033566.907957.png, rgb/1305033567.108916.png, 0.0298, -0.0434, -0.0076, 0.998296950447, -0.000462989099543, 0.00546306739263, 0.0571322929332
rgb/1305033567.108916.png, rgb/1305033567.308112.png, 0.0181, -0.0477, -0.0144, 0.998363826115, -0.0111322805495, 0.00240159973713, 0.0563269565313
rgb/1305033567.308112.png, rgb/1305033567.507956.png, 0.0064, -0.04, -0.012, 0.999444986682, -0.0113559632742, -0.00497244013182, 0.0319392354516
rgb/1305033567.507956.png, rgb/1305033567.708106.png, 0.007, -0.0191, -0.0087, 0.999748719128, -0.0063107396265, -0.00130554062225, 0.0187828902464
rgb/1305033567.708106.png, rgb/1305033567.907933.png, 0.0158, 0.0174, 0.0061, 0.999819254205, 0.00486963612053, -0.00219964052048, 0.019664660449
rgb/1305033567.907933.png, rgb/1305033568.107876.png, 0.0211, 0.0419, 0.0081, 0.999822873849, 0.0113837026321, 0.00609561754223, 0.0102556071457
rgb/1305033568.107876.png, rgb/1305033568.308997.png, 0.0228, 0.0574, -0.0012, 1.00007023425, 0.00494100927693, 0.00163438899494, 0.00256949563435
rgb/1305033568.308997.png, rgb/1305033568.510550.png, 0.0253, 0.0678, -0.0027, 0.99994611612, 0.00143678680975, -0.00370304940765, -0.00119925378875
rgb/1305033568.510550.png, rgb/1305033568.712397.png, 0.0243, 0.0717, 0.0009, 0.999968620722, -0.00517482087562, -0.000122277185179, 0.000323532552281
rgb/1305033568.712397.png, rgb/1305033569.010126.png, 0.0352, 0.1173, 0.01, 0.999897798688, 0.0098230061274, 0.00256329291268, 0.00431615541944
rgb/1305033569.010126.png, rgb/1305033570.045352.png, 0.1344, 0.4536, 0.0194, 0.999637525369, 0.0139221801251, 0.0224248524704, 0.0141054276326
rgb/1305033570.045352.png, rgb/1305033570.244500.png, 0.0158, 0.0594, -0.0054, 0.999856260822, -0.00625234926062, -0.00464918996249, -0.0105223377732
rgb/1305033570.244500.png, rgb/1305033570.444548.png, 0.0067, 0.0473, -0.0117, 0.99985497409, 0.00365348887967, 0.00513578928341, -0.0176019572798
rgb/1305033570.444548.png, rgb/1305033570.644853.png, -0.0001, 0.0212, -0.0115, 0.999942531079, -0.00225517767032, -0.00241005476327, -0.00608864571612
rgb/1305033570.644853.png, rgb/1305033570.844872.png, -0.0021, 0.0025, -0.0036, 0.999969798544, 0.000629330333722, -0.000371217892702, -0.00210130128272
rgb/1305033570.844872.png, rgb/1305033571.046470.png, -0.0024, -0.0117, 0.003, 1.00004598477, -0.000200920825444, -0.00178752527699, 0.002263434605
rgb/1305033571.046470.png, rgb/1305033571.246885.png, -0.0008, -0.0203, 0.0045, 1.00001741006, -0.000666512219486, 0.00301896005314, 0.00215670718183
rgb/1305033571.246885.png, rgb/1305033571.446208.png, -0.0002, -0.0201, 0.0042, 0.999946642438, 0.00193844141323, 0.00377993725687, 0.00620959622145
rgb/1305033571.446208.png, rgb/1305033571.646122.png, -0.0045, -0.0211, 0.003, 0.999989539954, 0.00249419099938, -0.000640742825676, 0.00783381454712
rgb/1305033571.646122.png, rgb/1305033571.848721.png, -0.0081, -0.0286, 0.0022, 0.99995992171, 0.00236597904367, 0.000123824716399, 0.00419216112048
rgb/1305033571.848721.png, rgb/1305033572.050296.png, -0.0055, -0.036, 0.0005, 1.00001030015, -0.000281404024078, 0.000806111527395, 0.00467666687634
rgb/1305033572.050296.png, rgb/1305033572.250147.png, -0.0055, -0.037, 0.0042, 0.99996367105, 0.00231432311606, 0.00313363943782, 0.00904212868248
rgb/1305033572.250147.png, rgb/1305033572.450332.png, -0.0137, -0.043, 0.0211, 0.999913484601, -0.00618999081629, 0.00444381367799, -0.00535858503045
rgb/1305033572.450332.png, rgb/1305033572.650227.png, -0.0249, -0.051, 0.0514, 0.999668499037, -0.02220834443, 0.00112345715273, -0.0146785854208
rgb/1305033572.650227.png, rgb/1305033572.847583.png, -0.0364, -0.0299, 0.0723, 0.998881635624, -0.0312881229049, -0.0129700588083, -0.0320668020268
rgb/1305033572.847583.png, rgb/1305033573.047134.png, -0.0585, -0.0112, 0.0712, 0.995176367824, -0.0318601974807, -0.0133176834125, -0.0917712569841
rgb/1305033573.047134.png, rgb/1305033573.245663.png, -0.0744, 0.0185, 0.0487, 0.992030956443, 0.013490370874, -0.0190261889977, -0.123857603914
rgb/1305033573.245663.png, rgb/1305033573.445596.png, -0.1064, 0.0537, 0.0558, 0.989144575535, 0.0592634394497, -0.0334751347924, -0.13036640819
rgb/1305033573.445596.png, rgb/1305033573.644868.png, -0.1258, 0.0617, 0.0764, 0.995055928483, 0.0846943825155, -0.0462225616391, -0.0249835203283
rgb/1305033573.644868.png, rgb/1305033573.847555.png, -0.1161, 0.0266, 0.067, -0.996026317308, -0.0488826207299, 0.0294432416496, -0.0681769884702
rgb/1305031790.845151.png, rgb/1305031791.045137.png, 0.0124, -0.0326, -0.0039, 0.998271466504, -0.00404755402506, -0.00979059339117, 0.0566968946124
rgb/1305031791.045137.png, rgb/1305031791.245087.png, 0.0063, -0.0188, 0.0497, 0.986348104162, 0.0287049118271, 0.131359529579, 0.09566941845
rgb/1305031791.245087.png, rgb/1305031791.445165.png, -0.0077, 0.0066, 0.0567, 0.983673702521, 0.0456327164242, 0.138928741896, 0.104972073052
rgb/1305031791.445165.png, rgb/1305031791.645074.png, -0.0193, 0.0235, 0.0468, -0.992761511848, -0.0389849441582, -0.103248850174, -0.0469823570326
rgb/1305031791.645074.png, rgb/1305031791.845123.png, -0.028, 0.0194, 0.0507, 0.991020552666, 0.0241169856796, 0.118263090802, 0.0572929068991
rgb/1305031791.845123.png, rgb/1305031792.050221.png, -0.0255, 0.0095, 0.05, 0.99485642207, 0.0136829542984, 0.0924962622547, 0.0375178237218
rgb/1305031792.050221.png, rgb/1305031792.249088.png, -0.0166, -0.0037, 0.0364, 0.99914590113, -0.0055617838321, 0.0407516574119, 0.0126389830887
rgb/1305031792.249088.png, rgb/1305031792.449168.png, 0.0002, -0.0184, -0.0033, 0.99929789975, 0.000496356037505, -0.0373451294815, -0.00492971132722
rgb/1305031792.449168.png, rgb/1305031792.649254.png, 0.0145, -0.0313, -0.0373, 0.993421167034, 0.00342864040842, -0.114127870601, -0.000437990890457
rgb/1305031792.649254.png, rgb/1305031792.849022.png, 0.0177, -0.0341, -0.0509, 0.993989397803, -0.00567195080443, -0.109254255313, 0.00358798069967
rgb/1305031792.849022.png, rgb/1305031793.049115.png, 0.0166, -0.0309, -0.0543, 0.994000386934, 0.024578133815, -0.10631846292, 0.0112731191346
rgb/1305031793.049115.png, rgb/1305031793.249128.png, 0.0078, -0.0284, -0.0486, 0.9967791707, 0.000894949240595, -0.0688865923678, 0.0405221272545
rgb/1305031793.249128.png, rgb/1305031793.449092.png, 0.0075, -0.0128, -0.0581, 0.997085294613, 0.00373602254076, -0.0651184171814, 0.0403903417999
rgb/1305031793.449092.png, rgb/1305031793.649429.png, 0.0152, 0.0028, -0.0631, 0.995809225186, 0.0254517416483, -0.0692952211522, 0.0523838502183
rgb/1305031793.649429.png, rgb/1305031793.849143.png, 0.0179, 0.0085, -0.0527, 0.995833544232, 0.0324385541585, -0.0715355686466, 0.0461230167873
rgb/1305031793.849143.png, rgb/1305031794.049085.png, 0.0081, 0.0071, -0.0263, 0.998588182497, 0.0161054189607, -0.0334940383432, 0.0393854207777
rgb/1305031794.049085.png, rgb/1305031794.249049.png, 0.0023, -0.0054, 0.0143, 0.999574610633, -0.0128266424427, 0.0142894846545, 0.0217019678773
rgb/1305031794.249049.png, rgb/1305031794.448978.png, -0.001, -0.018, 0.0503, 0.996246786407, -0.0563409153063, 0.0657215742114, -0.00129484263917
rgb/1305031794.448978.png, rgb/1305031794.649050.png, -0.0142, -0.019, 0.0591, 0.995655969809, -0.0505412047199, 0.0753593085185, 0.0222944581649
rgb/1305031794.649050.png, rgb/1305031794.849048.png, -0.0297, -0.0173, 0.0604, 0.987614097926, -0.117993734436, 0.0750781585521, 0.0710680841476
rgb/1305031794.849048.png, rgb/1305031795.049021.png, -0.0403, -0.0093, 0.0706, 0.991532993471, -0.0982053160085, 0.0674000099098, 0.0512820482052
rgb/1305031795.049021.png, rgb/1305031795.249044.png, -0.0429, -0.0038, 0.0737, 0.995223832154, -0.0623232972601, 0.0632576883586, 0.0402788394962
rgb/1305031795.249044.png, rgb/1305031795.449070.png, -0.0352, -0.0117, 0.05, -0.995806425525, 0.0565737686801, -0.0460876073938, -0.055512662002
rgb/1305031795.449070.png, rgb/1305031795.649064.png, -0.0167, -0.015, 0.0191, 0.997197299708, -0.0421035448297, 0.0188448564368, 0.0596086315665
rgb/1305031795.649064.png, rgb/1305031795.849070.png, 0.0141, -0.0281, -0.0198, 0.998289050443, 0.0198250685368, -0.00306848605862, 0.0541335328595
rgb/1305031795.849070.png, rgb/1305031796.049088.png, 0.0342, -0.0509, -0.0458, -0.994144772326, -0.100288187839, 0.0138824767424, -0.0383616778625
rgb/1305031796.049088.png, rgb/1305031796.249114.png, 0.0237, -0.0391, -0.0565, 0.993488114688, 0.105524196908, -0.00781915819754, 0.0418406720622
rgb/1305031796.249114.png, rgb/1305031796.449049.png, 0.0009, -0.0042, -0.0561, 0.994764039477, 0.0928925618645, 0.00261239527156, 0.0425720929445
rgb/1305031796.449049.png, rgb/1305031796.649028.png, -0.0073, 0.014, -0.0567, 0.995940072492, 0.086981588122, 0.000281768439003, 0.0218727288251
rgb/1305031796.649028.png, rgb/1305031796.849581.png, -0.0159, 0.0234, -0.0615, 0.996415888107, 0.0823159271947, 0.0170282016899, 0.012125159181
rgb/1305031796.849581.png, rgb/1305031797.049323.png, -0.0198, 0.0325, -0.0544, 0.996892662336, 0.0758731687835, 0.0185683862835, 0.00623035526549
rgb/1305031797.049323.png, rgb/1305031797.249703.png, -0.0273, 0.0325, -0.0329, 0.997682279291, 0.0640866707018, 0.0190124842479, 0.0138356599629
rgb/1305031797.249703.png, rgb/1305031797.449441.png, -0.0267, 0.0228, -0.016, 0.998934517204, 0.0391057436748, 0.0201860113254, 0.0124709638563
rgb/1305031797.449441.png, rgb/1305031797.649456.png, -0.028, -0.001, 0.015, 0.999053935336, -0.036022662149, 0.000267808304698, 0.0262462739328
rgb/1305031797.649456.png, rgb/1305031797.849286.png, -0.0233, -0.0116, 0.052, 0.994308693551, -0.086915975007, -0.0554051651686, 0.0260669167146
rgb/1305031797.849286.png, rgb/1305031798.049486.png, -0.0181, -0.0156, 0.0635, 0.991224187643, -0.106087023549, -0.0539769201067, 0.0583275855538
rgb/1305031798.049486.png, rgb/1305031798.249819.png, -0.0017, -0.0205, 0.0652, 0.993496713079, -0.0857956749719, -0.0468657766368, 0.0578292053896
rgb/1305031798.249819.png, rgb/1305031798.449035.png, 0.0129, -0.0188, 0.052, 0.994443042518, -0.071595095684, -0.0493978153585, 0.0589775703427
rgb/1305031798.449035.png, rgb/1305031798.649358.png, 0.0139, -0.0143, 0.0459, 0.994248452588, -0.0767559272544, -0.0437528113846, 0.0601013503976
rgb/1305031798.649358.png, rgb/1305031798.849096.png, 0.0151, -0.001, 0.0515, -0.995083338025, 0.0735771162062, 0.0406270863183, -0.0533295031691
rgb/1305031798.849096.png, rgb/1305031799.049074.png, 0.0127, 0.0159, 0.0343, 0.997506953202, -0.0373858621857, -0.0536489151322, 0.0250298058639
rgb/1305031799.049074.png, rgb/1305031799.249363.png, -0.0044, 0.0356, 0.0144, 0.999476070587, -0.00733765193578, -0.0132400632972, 0.0289075228683
rgb/1305031799.249363.png, rgb/1305031799.449387.png, -0.0182, 0.0438, -0.0109, 0.999409657012, 0.0140750880839, 0.0175552035996, 0.0260538745379
rgb/1305031799.449387.png, rgb/1305031799.649389.png, -0.0234, 0.0365, -0.0401, 0.996723207999, 0.0518051807011, 0.0618193729862, 0.0125462788318
rgb/1305031799.649389.png, rgb/1305031799.849541.png, -0.0159, 0.0244, -0.0591, -0.995638754151, -0.0451199391604, -0.0809498153153, -0.000927090464909
rgb/1305031799.849541.png, rgb/1305031800.049417.png, -0.0099, 0.0124, -0.0685, 0.994796703527, 0.0511112587819, 0.0876654677829, 0.00457841888249
rgb/1305031800.049417.png, rgb/1305031800.249365.png, -0.0074, 0.0103, -0.0753, 0.995407660777, 0.0490599517323, 0.0806287148248, 0.0194077594254
rgb/1305031800.249365.png, rgb/1305031800.453733.png, -0.0092, 0.0059, -0.0726, 0.99426177259, 0.0473038847904, 0.0906651550348, 0.0287349056553
rgb/1305031800.453733.png, rgb/1305031800.653606.png, -0.0077, -0.0006, -0.0422, 0.996799419718, 0.0287232020273, 0.0677349529436, 0.0315263813668
rgb/1305031800.653606.png, rgb/1305031800.853902.png, -0.0111, -0.0104, -0.0101, 0.99904369275, 0.00285721043615, 0.0256263239922, 0.0361100297398
rgb/1305031800.853902.png, rgb/1305031801.053185.png, -0.0216, -0.0136, 0.0436, 0.992854026614, -0.0255033439591, -0.102125432005, 0.0574707337639
rgb/1305031801.053185.png, rgb/1305031801.253716.png, -0.013, -0.0115, 0.0635, 0.989506082656, -0.00332360094643, -0.133450453814, 0.0538009909278
rgb/1305031801.253716.png, rgb/1305031801.453669.png, -0.0004, -0.0032, 0.0681, 0.994642562085, -0.00592376103517, -0.0998732743511, 0.0281655945284
rgb/1305031801.453669.png, rgb/1305031801.653120.png, 0.0076, 0.0079, 0.0579, 0.995318100741, -0.0137562195716, -0.0952662788518, 0.00640564903386
rgb/1305031801.653120.png, rgb/1305031801.851002.png, 0.014, 0.0204, 0.0501, -0.99502496383, 0.0063107297716, 0.099304384332, -0.00824470050788
rgb/1305031801.851002.png, rgb/1305031802.053378.png, 0.0038, 0.0328, 0.0354, 0.997439974494, -0.018170306378, -0.0683722450577, 0.000691816356971
rgb/1305031802.053378.png, rgb/1305031802.253164.png, -0.0002, 0.0324, 0.0218, 0.997958278579, -0.0133124016885, -0.045496535679, 0.0423540687965
rgb/1305031802.253164.png, rgb/1305031802.449744.png, -0.0098, 0.0208, -0.0087, 0.999146706616, -0.00580901765721, 0.0227191701173, 0.0344996613069
rgb/1305031802.449744.png, rgb/1305031802.651419.png, -0.0208, 0.0076, -0.0462, 0.995035044974, 0.00135882621752, 0.0941846060133, 0.0331189813994
rgb/1305031802.651419.png, rgb/1305031802.853834.png, -0.0326, -0.0007, -0.0667, -0.989710717614, 0.0238876823231, -0.137608808169, -0.0327923757336
rgb/1305031802.853834.png, rgb/1305031803.053848.png, -0.0224, 0.0018, -0.06, 0.993842988441, -0.0264613442245, 0.0879029439746, 0.0608380662535
rgb/1305031803.053848.png, rgb/1305031803.253820.png, -0.003, 0.0007, -0.0573, 0.994831045957, -0.0372067967431, 0.0692850509608, 0.0641995000492
rgb/1305031803.253820.png, rgb/1305031803.449877.png, 0.0085, -0.0055, -0.0509, 0.9969875023, -0.0329817580967, 0.0531712939311, 0.0467162803031
rgb/1305031803.449877.png, rgb/1305031803.655171.png, 0.0192, 0.0009, -0.0372, 0.998136552824, -0.0355686099787, 0.0401362114769, 0.0277222566142
rgb/1305031803.655171.png, rgb/1305031803.854255.png, 0.0222, 0.0044, -0.0328, 0.99702035147, -0.0528251113829, 0.0568671721761, 0.000833103140843
rgb/1305031803.854255.png, rgb/1305031804.049573.png, 0.034, -0.003, -0.04, 0.997048532888, -0.0529467042779, 0.054241739133, -0.00679609308819
rgb/1305031804.049573.png, rgb/1305031804.249373.png, 0.0322, 0.002, -0.0278, 0.999177844373, -0.0323809108924, 0.0245015277734, 0.00903454127706
rgb/1305031804.249373.png, rgb/1305031804.449409.png, 0.0085, 0.0211, 0.0324, 0.996725512772, 0.0510482214056, -0.0574058195304, 0.0261145993831
rgb/1305031804.449409.png, rgb/1305031804.649383.png, -0.0029, 0.0216, 0.0757, 0.993063605594, 0.0903379766884, -0.0685587757842, 0.0307146668898
rgb/1305031804.649383.png, rgb/1305031804.849385.png, -0.0111, 0.0058, 0.0818, 0.989481915005, 0.122621338911, -0.0637665808795, 0.042089459225
rgb/1305031804.849385.png, rgb/1305031805.049231.png, -0.0307, 0.0005, 0.081, -0.992929465981, -0.0898823067008, 0.0646438138787, -0.043299470808
rgb/1305031805.049231.png, rgb/1305031805.249372.png, -0.0352, -0.006, 0.0576, 0.996842566658, 0.0518530684033, -0.0538752600937, 0.025774689331
rgb/1305031805.249372.png, rgb/1305031805.449399.png, -0.0229, -0.0185, 0.0326, 0.995741563994, 0.0734360482587, -0.0374451704001, 0.0413572710377
rgb/1305031805.449399.png, rgb/1305031805.649369.png, -0.0074, -0.0158, 0.0244, 0.994744233644, 0.0919292308158, -0.0241383128999, 0.0384079187578
rgb/1305031805.649369.png, rgb/1305031805.849383.png, 0.006, 0.0116, -0.0091, 0.996430577396, -0.0822999766164, 0.0083426058509, 0.0172895619838
rgb/1305031805.849383.png, rgb/1305031806.049372.png, 0.0288, 0.0311, -0.0432, 0.992265535879, -0.121991431892, 0.0212927231043, 0.00951925738281
rgb/1305031806.049372.png, rgb/1305031806.249441.png, 0.0421, 0.0203, -0.0575, 0.99462625111, -0.094077258786, 0.0328449440642, 0.0269455507157
rgb/1305031806.249441.png, rgb/1305031806.449379.png, 0.0401, 0.0077, -0.0726, -0.994723952706, 0.099011810523, -0.0182256470057, -0.0193086728721
rgb/1305031806.449379.png, rgb/1305031806.649416.png, 0.0389, -0.0048, -0.0696, 0.996045899123, -0.0823333569307, 0.0199328193463, 0.0258954916252
rgb/1305031806.649416.png, rgb/1305031806.849447.png, 0.0242, -0.0076, -0.0498, 0.996250933346, -0.0831102446093, -0.0101665773365, 0.0235576312165
rgb/1305031806.849447.png, rgb/1305031807.049424.png, 0.0059, -0.0113, -0.0394, 0.997680241808, -0.0619755945442, -0.00265560648296, 0.0271977715633
rgb/1305031807.049424.png, rgb/1305031807.249425.png, -0.0097, 0.0026, -0.0103, 0.998914685176, -0.0155334015295, 0.00463316134956, 0.0447469880506
rgb/1305031807.249425.png, rgb/1305031807.449510.png, -0.011, 0.0242, 0.032, 0.995415788877, 0.0595377276968, 0.0230881265456, 0.0704043377485
rgb/1305031807.449510.png, rgb/1305031807.649399.png, -0.0095, 0.0235, 0.0498, 0.988368148955, 0.119353178129, 0.0639583147593, 0.069552912323
rgb/1305031807.649399.png, rgb/1305031807.849449.png, -0.0127, 0.01, 0.0644, -0.992638800624, -0.104264207567, -0.0440509946884, -0.0434533866207
rgb/1305031807.849449.png, rgb/1305031808.049392.png, -0.0035, -0.0037, 0.0688, 0.995436982134, 0.0874579257573, 0.0313104164125, 0.0206204888312
rgb/1305031808.049392.png, rgb/1305031808.249410.png, 0.0007, -0.019, 0.0725, 0.994867211747, 0.0940117417049, 0.0376756750086, 0.000829187180756
rgb/1305031808.249410.png, rgb/1305031808.449356.png, 0.0048, -0.0284, 0.0612, 0.996748835589, 0.0731537692805, 0.0342409877319, -0.00144568974812
rgb/1305031808.449356.png, rgb/1305031808.649371.png, 0.0135, -0.0419, 0.0342, 0.997215807327, 0.0675845984331, 0.0219631777782, 0.0216260347199
rgb/1305031808.649371.png, rgb/1305031808.849389.png, 0.0219, -0.0287, 0.0058, 0.997356091041, 0.034650132698, 0.0211524917006, 0.0606714029723
rgb/1305031808.849389.png, rgb/1305031809.049495.png, 0.0228, -0.0055, -0.0304, 0.995531755951, -0.0667584776175, -0.0477737802704, 0.0472588936317
rgb/1305031809.049495.png, rgb/1305031809.249425.png, 0.0117, 0.0106, -0.056, 0.994363871373, -0.0676201146174, -0.0639869320297, 0.0505533916994
rgb/1305031809.249425.png, rgb/1305031809.449429.png, -0.011, 0.0188, -0.0555, 0.994528499191, -0.0642891170685, -0.0769126814327, 0.0277090116109
rgb/1305031809.449429.png, rgb/1305031809.649447.png, -0.0262, 0.0177, -0.0422, 0.998045305866, -0.0409814045999, -0.0452960561636, 0.0132860559155
rgb/1305031809.649447.png, rgb/1305031809.849358.png, -0.0211, 0.0082, -0.0424, -0.997710579829, 0.03844991849, 0.0535361208821, -0.0151844154023
rgb/1305031809.849358.png, rgb/1305031810.049474.png, -0.0123, -0.0065, -0.0415, 0.997077374747, -0.0428499599333, -0.0580124922244, 0.024373740982
rgb/1305031810.049474.png, rgb/1305031810.249478.png, -0.0084, -0.0227, -0.0305, 0.998264528118, -0.0372847485079, -0.0411319386961, 0.0208673555144
rgb/1305031810.249478.png, rgb/1305031810.449427.png, -0.003, -0.0379, -0.0229, 0.997817574758, -0.0327339185741, -0.0559459297591, 0.0114201767403
rgb/1305031810.449427.png, rgb/1305031810.649392.png, -0.001, -0.0426, -0.0195, 0.997847394651, -0.0277554883536, -0.0526253154829, 0.0288485618486
rgb/1305031810.649392.png, rgb/1305031810.849415.png, 0.0076, -0.0374, 0.0052, 0.99752199578, 0.0129532684219, 0.0444628391415, 0.0533409392955
rgb/1305031810.849415.png, rgb/1305031811.049445.png, 0.0097, -0.027, 0.0325, 0.993838035924, 0.0166478773434, 0.0972567188117, 0.0508206171048
rgb/1305031811.049445.png, rgb/1305031811.249459.png, 0.0032, -0.0134, 0.0403, 0.995995062191, 0.011112249558, 0.0777277124444, 0.0412629222793
rgb/1305031811.249459.png, rgb/1305031811.449532.png, -0.0055, -0.0012, 0.0469, 0.993618004009, 0.0067986387862, 0.102406964918, 0.0481745594407
rgb/1305031811.449532.png, rgb/1305031811.649459.png, -0.0164, 0.0221, 0.055, -0.994663134861, 0.00238708076677, -0.0933282666411, -0.0439945908621
rgb/1305031811.649459.png, rgb/1305031811.849504.png, -0.0202, 0.0358, 0.0534, -0.996372195853, -0.00972147602381, -0.0811786158424, -0.0222060681626
rgb/1305031811.849504.png, rgb/1305031812.049451.png, -0.0256, 0.029, 0.0515, -0.99751603306, -0.00416645713369, -0.0693832412893, -0.0154066807768
rgb/1305031812.049451.png, rgb/1305031812.249442.png, -0.0236, 0.02, 0.0403, 0.997430951478, -0.00228100129412, 0.0652705779719, 0.0270273167137
rgb/1305031812.249442.png, rgb/1305031812.449401.png, -0.0145, 0.0054, 0.006, 0.998530488957, 0.00141255177808, 0.0407270346213, 0.037032482281
rgb/1305031812.449401.png, rgb/1305031812.649447.png, -0.0099, -0.0263, -0.0236, -0.997482372231, 0.00333521936273, 0.0585309110526, -0.0385800083437
rgb/1305031812.649447.png, rgb/1305031812.849411.png, -0.0032, -0.0476, -0.0429, 0.994419685725, 0.0303106902677, -0.0976705697387, 0.0262493889903
rgb/1305031812.849411.png, rgb/1305031813.049489.png, -0.0006, -0.0445, -0.0507, -0.994139401453, -0.0438336368115, 0.0972683982698, -0.0170845467936
rgb/1305031813.049489.png, rgb/1305031813.249435.png, -0.0005, -0.0247, -0.0573, 0.993341036523, 0.0637171334658, -0.0962111488506, -0.00510256902534
rgb/1305031813.249435.png, rgb/1305031813.449445.png, -0.0052, -0.0068, -0.0554, 0.995190419476, 0.0471573492851, -0.0856721304689, 0.0059320519611
rgb/1305031813.449445.png, rgb/1305031813.649317.png, -0.0163, 0.0077, -0.0502, 0.99553781407, 0.035694067721, -0.086694606587, 0.0114178884145
rgb/1305031813.649317.png, rgb/1305031813.849442.png, -0.0177, 0.0337, -0.0379, 0.99654809663, 0.0297998139221, -0.0765112986182, -0.000343486503196
rgb/1305031813.849442.png, rgb/1305031814.049397.png, -0.0158, 0.0447, -0.0399, 0.996219352423, 0.0460496665556, -0.0672304234619, 0.0289314119556
rgb/1305031814.049397.png, rgb/1305031814.249436.png, -0.0125, 0.0242, 0.0015, 0.998335947435, -0.00771064861726, 0.0191976169259, 0.0548465764738
rgb/1305031814.249436.png, rgb/1305031814.449403.png, -0.0151, -0.0008, 0.0355, 0.992964593103, -0.0607502039997, 0.0614368415047, 0.0809861351785
rgb/1305031814.449403.png, rgb/1305031814.649442.png, -0.0287, -0.0174, 0.0434, 0.99140969767, -0.0835762337119, 0.0495823274832, 0.0875811474333
rgb/1305031814.649442.png, rgb/1305031814.849469.png, -0.0223, -0.017, 0.0393, 0.995650223997, -0.073353651228, 0.0340604370034, 0.0460634335675
rgb/1305031814.849469.png, rgb/1305031815.049420.png, -0.0096, -0.0063, 0.0304, 0.997262627169, -0.0615478278731, 0.0260620629978, 0.0310142785756
rgb/1305031815.049420.png, rgb/1305031815.249490.png, -0.0002, 0.0047, 0.0234, 0.998816532187, -0.038051030324, 0.0308813194996, -0.000974855859241
rgb/1305031815.249490.png, rgb/1305031815.449601.png, 0.0012, 0.0096, 0.0184, 0.998555440603, -0.0510094580425, 0.015569876847, 0.00731343882848
rgb/1305031815.449601.png, rgb/1305031815.649511.png, 0.0013, 0.0047, 0.0077, 0.999711677258, -0.0191355319789, 0.0085679814815, -0.000749777130381
rgb/1341839327.392692.png, rgb/1341839327.592601.png, 0.2745, 4.0069, 0.1108, 0.733052465094, -0.0137901072843, 0.0565108919604, -0.677737241048
rgb/1341839327.592601.png, rgb/1341839327.792848.png, 0.0002, 0.001, -0.0018, 0.999983050773, 0.00208801474477, -0.00203163731671, 0.00122143427817
rgb/1341839327.792848.png, rgb/1341839327.992694.png, -0.0001, -0.0012, -0.001, 0.999988720245, 0.00136915028944, -0.00134461082195, -0.000311833233219
rgb/1341839327.992694.png, rgb/1341839328.196725.png, 0.0005, -0.0001, -0.0007, 0.999964140105, 0.00286907162231, 0.000667838049913, 0.00147685568758
rgb/1341839328.196725.png, rgb/1341839328.396819.png, 0.0009, -0.0007, -0.0001, 1.00000812047, 0.00297746251418, 0.00170935904026, 0.000153058868231
rgb/1341839328.396819.png, rgb/1341839328.596755.png, 0.0017, 0.0003, -0.0006, 1.00000492015, 0.0007671629305, -0.000810434223879, -0.000254307601254
rgb/1341839328.596755.png, rgb/1341839328.793500.png, 0.0006, 0.0, 0.0003, 1.00001114021, 0.0016053200837, 0.0023392638378, 0.00187106506376
rgb/1341839328.793500.png, rgb/1341839328.993736.png, 0.0001, 0.0003, 0.0005, 0.999942300871, -0.00255861139055, -0.00225578596019, 0.00123750132611
rgb/1341839328.993736.png, rgb/1341839329.193630.png, 0.001, -0.0004, -0.0002, 1.00007957693, 0.00109356529328, -0.000534396567317, 0.00372203433807
rgb/1341839329.193630.png, rgb/1341839329.397677.png, 0.0053, -0.0014, -0.0033, 0.999970862545, 0.00182053099482, 0.00398927157702, 0.00375734183376
rgb/1341839329.397677.png, rgb/1341839329.597604.png, 0.009, -0.0014, -0.002, 0.999927844503, 0.00439959542125, -0.00593733945064, 0.00513821932373
rgb/1341839329.597604.png, rgb/1341839329.797643.png, 0.0182, -0.0154, 0.0055, 0.999914089924, -0.000439280390959, -0.010339299202, 0.0122392308929
rgb/1341839329.797643.png, rgb/1341839329.997622.png, 0.0379, -0.0238, 0.0032, 0.999897958591, 0.000728188693794, -0.00674624203388, 0.00800426612084
rgb/1341839329.997622.png, rgb/1341839330.201660.png, 0.0479, -0.032, -0.0005, 0.999974829754, 0.00286470801684, -0.000740867245682, 0.00871405522346
rgb/1341839330.201660.png, rgb/1341839330.401592.png, 0.0379, -0.0385, 0.0005, 0.999946911304, -0.00386789496582, -0.00382434603582, 0.0092151035849
